ID,Type,Attributes,Attribute Count,Recent Sale Price,Recent Offer,Recent Bid
CryptoPunk 8110,Female,"['Purple Eye Shadow', 'Mohawk Dark']",2,"88.50Ξ ($359,226)","88.50Ξ ($361,109)","83.50Ξ ($338,931)"
CryptoPunk 7456,Female,"['Black Lipstick', 'Green Eye Shadow', 'Straight Hair Dark']",3,"87Ξ ($353,871)","78.94Ξ ($329,027)","85Ξ ($341,732)"
CryptoPunk 3968,Male,"['Stringy Hair', 'Clown Eyes Blue', 'Shadow Beard', 'Earring']",4,"100Ξ ($419,385)","100Ξ ($426,183)",
CryptoPunk 3314,Female,"['Blue Eye Shadow', 'Wild Hair']",2,"90Ξ ($380,461)","90Ξ ($380,554)","18Ξ ($67,724)"
CryptoPunk 2863,Male,"['Police Cap', 'Silver Chain']",2,"96.90Ξ ($410,369)","96.90Ξ ($403,947)","93Ξ ($426,746)"
CryptoPunk 6444,Male,"['Normal Beard Black', 'Peak Spike', 'Earring', 'Mole']",4,"90Ξ ($408,897)","94.95Ξ ($443,665)","90Ξ ($392,841)"
CryptoPunk 8790,Female,"['Pipe', 'Black Lipstick', 'Horned Rim Glasses', 'Wild Hair']",4,"109.95Ξ ($466,675)","109.95Ξ ($458,349)","128Ξ ($431,809)"
CryptoPunk 8247,Male,"['Handlebars', 'Earring', 'Regular Shades', 'Mohawk Dark']",4,"91Ξ ($386,243)","91Ξ ($385,823)","81.50Ξ ($377,691)"
CryptoPunk 5086,Female,"['Regular Shades', 'Mohawk Dark']",2,"94.95Ξ ($410,863)","94.95Ξ ($402,652)","1.50Ξ ($4,366)"
CryptoPunk 5887,Male,"['Chinstrap', 'Do-rag']",2,"99.90Ξ ($423,643)","99.90Ξ ($460,036)","35Ξ ($107,183)"
CryptoPunk 7493,Female,"['Mole', 'Bandana', 'Purple Eye Shadow']",3,"88Ξ ($373,179)","88Ξ ($414,573)","75Ξ ($340,422)"
CryptoPunk 7443,Male,"['Bandana', 'Clown Nose', 'Big Shades']",3,"95Ξ ($412,019)","110.10Ξ ($444,642)","95Ξ ($412,943)"
CryptoPunk 7622,Female,"['Black Lipstick', 'Spots', 'Green Eye Shadow', 'Dark Hair']",4,"249.95Ξ ($915,897)",350Ξ ($1.33M),"249.95Ξ ($948,510)"
CryptoPunk 9522,Female,"['Big Shades', 'Blonde Short', 'Medical Mask']",3,"159Ξ ($674,368)","159Ξ ($595,352)","125Ξ ($394,918)"
CryptoPunk 1872,Female,"['Regular Shades', 'Half Shaved']",2,"92Ξ ($390,201)","102Ξ ($383,505)",
CryptoPunk 5765,Female,"['Hot Lipstick', 'Classic Shades', 'Straight Hair Dark', 'Cigarette']",4,"101Ξ ($421,039)","101Ξ ($422,402)","3Ξ ($3,956)"
CryptoPunk 1881,Female,"['Mole', 'Purple Lipstick', 'Straight Hair Dark']",3,"90.50Ξ ($377,267)","90.50Ξ ($378,489)","16Ξ ($29,398)"
CryptoPunk 6690,Female,"['Black Lipstick', 'Straight Hair Dark', 'Cigarette']",3,"88.88Ξ ($371,714)","91.75Ξ ($427,213)","88.88Ξ ($383,600)"
CryptoPunk 716,Male,"['Earring', 'Smile', 'Do-rag', 'Eye Patch']",4,"129.99Ξ ($550,115)","129.99Ξ ($591,185)","99Ξ ($409,658)"
CryptoPunk 2045,Male,"['Front Beard', 'Wild Hair', 'Regular Shades']",3,"137.77Ξ ($580,771)","137.77Ξ ($520,747)",0.04Ξ ($118)
CryptoPunk 988,Female,"['Red Mohawk', 'Hot Lipstick']",2,"101Ξ ($419,134)","101Ξ ($478,796)","94.55Ξ ($395,427)"
CryptoPunk 1161,Female,"['Messy Hair', 'Nerd Glasses']",2,"93.95Ξ ($382,238)","93.95Ξ ($402,531)","83.50Ξ ($356,636)"
CryptoPunk 4894,Male,"['Shadow Beard', 'Wild Hair', 'Vape', 'Regular Shades']",4,"131.95Ξ ($564,846)","131.95Ξ ($567,576)","123Ξ ($522,927)"
CryptoPunk 8898,Male,"['Nerd Glasses', 'Goat', 'Top Hat']",3,260Ξ ($1.12M),275Ξ ($1.29M),260Ξ ($1.12M)
CryptoPunk 3970,Female,"['Tassle Hat', 'Earring', 'Clown Eyes Blue']",3,"68.95Ξ ($264,297)","68.95Ξ ($260,847)","62Ξ ($243,255)"
CryptoPunk 3533,Male,"['Stringy Hair', 'Mustache']",2,"86Ξ ($371,170)","86Ξ ($391,672)","82Ξ ($348,618)"
CryptoPunk 8359,Male,"['Hoodie', 'Big Shades', 'Front Beard Dark']",3,250Ξ ($1.07M),295Ξ ($1.28M),250Ξ ($1.13M)
CryptoPunk 4361,Male,"['Normal Beard Black', 'Earring', 'Mohawk']",3,"89.50Ξ ($384,764)",,"86Ξ ($368,912)"
CryptoPunk 1855,Female,"['Bandana', 'Earring']",2,"82Ξ ($352,521)","99.50Ξ ($427,171)","82Ξ ($349,180)"
CryptoPunk 4324,Male,"['Eye Mask', 'Normal Beard Black', 'Buck Teeth', 'Earring', 'Headband']",5,"99.90Ξ ($435,411)","99.90Ξ ($435,411)","88Ξ ($405,441)"
CryptoPunk 7954,Male,"['Knitted Cap', 'Pipe']",2,"76.95Ξ ($308,093)","76.95Ξ ($310,645)","66.60Ξ ($276,270)"
CryptoPunk 9773,Male,"['Clown Nose', 'Wild Hair']",2,"75Ξ ($296,285)","79.50Ξ ($334,370)","75Ξ ($296,285)"
CryptoPunk 985,Female,"['Big Shades', 'Blonde Bob']",2,"98Ξ ($402,110)","98Ξ ($388,464)","105Ξ ($479,793)"
CryptoPunk 8458,Female,"['Pipe', 'Eye Mask', 'Wild Hair']",3,"109.95Ξ ($501,531)","109.95Ξ ($504,524)","111.11Ξ ($510,067)"
CryptoPunk 7357,Male,"['Cigarette', 'Wild Hair', '3D Glasses']",3,"125Ξ ($469,956)","125Ξ ($469,956)","160Ξ ($732,690)"
CryptoPunk 8068,Male,"['Eye Mask', 'Normal Beard Black', 'Crazy Hair']",3,"81.95Ξ ($336,404)","81.95Ξ ($330,167)","69Ξ ($283,118)"
CryptoPunk 1588,Female,"['Tassle Hat', 'Clown Eyes Blue']",2,"125Ξ ($573,584)","125Ξ ($578,636)","110Ξ ($319,497)"
CryptoPunk 2863,Male,"['Police Cap', 'Silver Chain']",2,"96.90Ξ ($410,369)","96.90Ξ ($403,947)","93Ξ ($426,746)"
CryptoPunk 9047,Male,"['Bandana', 'Shadow Beard']",2,"104Ξ ($480,600)","104Ξ ($490,821)",0.20Ξ ($647)
CryptoPunk 5011,Female,"['Straight Hair Dark', 'Cigarette']",2,"83Ξ ($383,555)","89.50Ξ ($366,660)","81Ξ ($371,682)"
CryptoPunk 6585,Male,"['Messy Hair', 'Chinstrap', 'Classic Shades']",3,"109.95Ξ ($515,437)","188Ξ ($811,115)","2.10Ξ ($4,702)"
CryptoPunk 5443,Male,"['Front Beard', 'Wild Hair', 'Mole']",3,"68Ξ ($279,139)","68Ξ ($259,510)","64Ξ ($260,554)"
CryptoPunk 2036,Male,"['Cigarette', 'Handlebars', 'Shaved Head']",3,"93.95Ξ ($443,027)","93.95Ξ ($435,749)","87Ξ ($415,547)"
CryptoPunk 5642,Female,"['Silver Chain', 'Blonde Short', 'Earring', 'Nerd Glasses']",4,"101Ξ ($465,218)","106.99Ξ ($436,672)","101Ξ ($412,191)"
CryptoPunk 800,Male,"['Classic Shades', 'Crazy Hair']",2,"137.95Ξ ($652,011)","137.95Ξ ($651,432)","135Ξ ($579,105)"
CryptoPunk 1113,Male,"['Cigarette', 'Front Beard Dark', 'Knitted Cap', 'Eye Patch']",4,"100Ξ ($470,197)","100Ξ ($460,440)","91Ξ ($426,601)"
CryptoPunk 7493,Female,"['Mole', 'Bandana', 'Purple Eye Shadow']",3,"88Ξ ($373,179)","88Ξ ($414,573)","75Ξ ($340,422)"
CryptoPunk 7525,Male,"['Vampire Hair', 'Luxurious Beard']",2,"115Ξ ($537,924)","165Ξ ($532,044)","115Ξ ($535,809)"
CryptoPunk 489,Male,"['Classic Shades', 'Do-rag']",2,"73.50Ξ ($301,063)","73.50Ξ ($294,717)","95Ξ ($378,958)"
CryptoPunk 7551,Male,"['Handlebars', 'Mohawk Thin', 'Big Shades']",3,"94.98Ξ ($435,359)",,1.25Ξ ($270)
CryptoPunk 6585,Male,"['Messy Hair', 'Chinstrap', 'Classic Shades']",3,"109.95Ξ ($515,437)","188Ξ ($811,115)","2.10Ξ ($4,702)"
CryptoPunk 800,Male,"['Classic Shades', 'Crazy Hair']",2,"137.95Ξ ($652,011)","137.95Ξ ($651,432)","135Ξ ($579,105)"
CryptoPunk 489,Male,"['Classic Shades', 'Do-rag']",2,"73.50Ξ ($301,063)","73.50Ξ ($294,717)","95Ξ ($378,958)"
CryptoPunk 4679,Male,"['Pipe', 'Do-rag']",2,"65Ξ ($259,821)","96.41Ξ ($365,968)","65Ξ ($260,562)"
CryptoPunk 4823,Female,"['Big Shades', 'Bandana']",2,"76Ξ ($291,321)","79.99Ξ ($308,317)","76Ξ ($303,295)"
CryptoPunk 3273,Male,"['Cigarette', 'Chinstrap', 'Headband']",3,"95Ξ ($436,233)","95Ξ ($444,836)","14.20Ξ ($28,582)"
CryptoPunk 7532,Female,"['Pipe', 'Black Lipstick', 'Mohawk']",3,"87.96Ξ ($405,003)",,"92Ξ ($415,485)"
CryptoPunk 6967,Male,"['Normal Beard Black', 'Mohawk Thin']",2,"65.94Ξ ($244,616)","65.94Ξ ($246,616)","63Ξ ($247,611)"
CryptoPunk 1965,Male,"['Earring', 'Mohawk', 'Clown Eyes Green']",3,"87Ξ ($402,598)","90Ξ ($369,055)","98Ξ ($382,437)"
CryptoPunk 4601,Male,"['Peak Spike', 'Classic Shades', 'Normal Beard']",3,"92.95Ξ ($430,132)",245Ξ ($1.04M),"95Ξ ($429,401)"
CryptoPunk 740,Male,"['Shadow Beard', 'Mohawk']",2,"89.99Ξ ($414,668)","91Ξ ($373,155)","110Ξ ($413,998)"
CryptoPunk 4106,Female,"['Tassle Hat', 'Blue Eye Shadow', 'Earring']",3,"88.80Ξ ($407,645)","114.90Ξ ($487,685)","85Ξ ($390,201)"
CryptoPunk 8247,Male,"['Handlebars', 'Earring', 'Regular Shades', 'Mohawk Dark']",4,"91Ξ ($386,243)","91Ξ ($385,823)","81.50Ξ ($377,691)"
CryptoPunk 3616,Female,"['Black Lipstick', 'Purple Eye Shadow', 'Blonde Short']",3,"69.80Ξ ($258,014)","69.80Ξ ($261,052)","130Ξ ($517,852)"
CryptoPunk 5108,Female,"['Black Lipstick', 'Purple Eye Shadow', 'Frumpy Hair', 'Earring', 'Cigarette']",5,"87.95Ξ ($387,152)",,"92Ξ ($434,552)"
CryptoPunk 5011,Female,"['Straight Hair Dark', 'Cigarette']",2,"83Ξ ($383,555)","89.50Ξ ($366,660)","81Ξ ($371,682)"
CryptoPunk 5779,Female,"['Mole', 'Black Lipstick', 'Crazy Hair']",3,"84.98Ξ ($394,145)","84.98Ξ ($393,818)","71Ξ ($334,313)"
CryptoPunk 7335,Male,"['Knitted Cap', 'Smile', 'Eye Patch']",3,"114.95Ξ ($533,808)","200Ξ ($809,674)","107.50Ξ ($477,549)"
CryptoPunk 3970,Female,"['Tassle Hat', 'Earring', 'Clown Eyes Blue']",3,"68.95Ξ ($264,297)","68.95Ξ ($260,847)","62Ξ ($243,255)"
CryptoPunk 489,Male,"['Classic Shades', 'Do-rag']",2,"73.50Ξ ($301,063)","73.50Ξ ($294,717)","95Ξ ($378,958)"
CryptoPunk 8424,Female,"['Bandana', 'Clown Eyes Blue']",2,"84Ξ ($389,377)","84Ξ ($401,587)","65Ξ ($295,032)"
CryptoPunk 1859,Female,"['Purple Eye Shadow', 'Crazy Hair']",2,"80Ξ ($371,304)","79.94Ξ ($348,331)","60Ξ ($264,263)"
CryptoPunk 1482,Male,"['Cigarette', 'Mohawk']",2,0.00Ξ ($0.00),0.00Ξ ($0.00),"71Ξ ($332,870)"
CryptoPunk 3834,Male,"['Front Beard', 'Frumpy Hair', 'Classic Shades']",3,"83.83Ξ ($389,099)","83.83Ξ ($389,485)","80.99Ξ ($385,452)"
CryptoPunk 5113,Male,"['Frown', 'Mohawk Thin', 'Mustache']",3,"88Ξ ($408,454)","88Ξ ($416,481)","83Ξ ($385,246)"
CryptoPunk 5315,Male,"['Messy Hair', 'Horned Rim Glasses']",2,"129.95Ξ ($604,521)","199Ξ ($801,548)","70Ξ ($326,574)"
CryptoPunk 8951,Male,"['Chinstrap', 'VR', 'Do-rag']",3,"136.60Ξ ($636,847)","140.10Ξ ($650,923)","136.60Ξ ($643,200)"
CryptoPunk 8637,Male,"['Earring', 'Normal Beard', 'Headband']",3,"89.69Ξ ($388,989)","89.69Ξ ($388,989)","83Ξ ($361,149)"
CryptoPunk 4961,Female,"['Cap', 'Green Eye Shadow', 'Earring']",3,"95Ξ ($395,436)","95Ξ ($405,740)","90.90Ξ ($374,392)"
CryptoPunk 6502,Male,"['Buck Teeth', 'Do-rag']",2,"86.95Ξ ($354,379)","130Ξ ($529,837)","75Ξ ($342,722)"
CryptoPunk 4324,Male,"['Eye Mask', 'Normal Beard Black', 'Buck Teeth', 'Earring', 'Headband']",5,"99.90Ξ ($435,411)","99.90Ξ ($435,411)","88Ξ ($405,441)"
CryptoPunk 3856,Female,"['Cap', 'Earring']",2,"84.90Ξ ($390,908)","84.90Ξ ($392,584)","71Ξ ($335,080)"
CryptoPunk 7344,Female,"['Mohawk', 'Earring', 'Nerd Glasses']",3,"79Ξ ($364,497)","79Ξ ($363,291)","71Ξ ($333,813)"
CryptoPunk 3509,Male,"['Shadow Beard', 'Classic Shades', 'Mohawk']",3,"82.95Ξ ($389,515)","120Ξ ($508,519)","22.22Ξ ($61,410)"
CryptoPunk 2905,Female,"['Knitted Cap', 'Hot Lipstick', 'Earring']",3,"70Ξ ($303,964)","87.87Ξ ($367,771)","70Ξ ($303,964)"
CryptoPunk 9430,Female,"['Dark Hair', 'Purple Lipstick', 'Earring', 'Nerd Glasses']",4,"84.88Ξ ($394,561)","84.88Ξ ($400,997)","78Ξ ($362,580)"
CryptoPunk 7568,Female,"['Blue Eye Shadow', 'Hot Lipstick', 'Dark Hair']",3,"86.88Ξ ($403,858)","86.88Ξ ($402,733)","88Ξ ($403,977)"
CryptoPunk 5315,Male,"['Messy Hair', 'Horned Rim Glasses']",2,"129.95Ξ ($604,521)","199Ξ ($801,548)","70Ξ ($326,574)"
CryptoPunk 5683,Male,"['Frumpy Hair', 'Frown']",2,"85Ξ ($389,469)","89.95Ξ ($426,412)","85Ξ ($402,947)"
CryptoPunk 3604,Female,"['Classic Shades', 'Stringy Hair']",2,"84.88Ξ ($389,551)","84.88Ξ ($405,794)",
CryptoPunk 5108,Female,"['Black Lipstick', 'Purple Eye Shadow', 'Frumpy Hair', 'Earring', 'Cigarette']",5,"87.95Ξ ($387,152)",,"92Ξ ($434,552)"
CryptoPunk 4503,Male,"['Shadow Beard', 'Crazy Hair']",2,"120Ξ ($567,991)","120Ξ ($568,866)",
CryptoPunk 6729,Male,"['Bandana', 'Goat', 'Pipe', 'Small Shades']",4,"85Ξ ($401,564)","119Ξ ($484,894)","85Ξ ($409,782)"
CryptoPunk 4313,Female,"['Purple Lipstick', 'Cigarette']",2,"89.69Ξ ($427,409)","149.99Ξ ($695,270)","85Ξ ($235,033)"
CryptoPunk 1029,Male,"['Mustache', 'Horned Rim Glasses']",2,"66Ξ ($260,715)","73Ξ ($293,844)","61.36Ξ ($241,017)"
CryptoPunk 1251,Female,"['Black Lipstick', 'Blonde Bob', 'Nerd Glasses']",3,"142Ξ ($675,265)","215Ξ ($776,008)","142Ξ ($664,880)"
CryptoPunk 9612,Male,"['Frown', 'Hoodie', 'Goat']",3,250Ξ ($1.19M),250Ξ ($1.16M),"45Ξ ($132,274)"
CryptoPunk 8546,Male,"['Frown', 'Top Hat']",2,"211Ξ ($987,955)",310Ξ ($1.48M),"211Ξ ($992,035)"
CryptoPunk 3768,Female,"['Black Lipstick', 'Stringy Hair']",2,"80.99Ξ ($380,782)","87.10Ξ ($417,373)","80.99Ξ ($371,665)"
CryptoPunk 4267,Female,"['Blonde Short', 'Purple Lipstick']",2,"87Ξ ($410,590)","87Ξ ($417,971)","83.69Ξ ($405,674)"
CryptoPunk 4130,Female,"['Dark Hair', 'Purple Lipstick']",2,"86Ξ ($400,642)","130Ξ ($517,643)","71Ξ ($325,820)"
CryptoPunk 9922,Male,"['Front Beard Dark', 'Do-rag']",2,"177.77Ξ ($828,165)","229.20Ξ ($676,176)","177.77Ξ ($839,592)"
CryptoPunk 1780,Female,"['Wild White Hair', 'Horned Rim Glasses']",2,"150Ξ ($688,353)","150Ξ ($703,247)","120Ξ ($550,682)"
CryptoPunk 7605,Male,"['Clown Eyes Blue', 'Fedora']",2,"87Ξ ($400,766)",,"87Ξ ($407,883)"
CryptoPunk 9721,Male,"['Cigarette', 'Cap', 'Mole']",3,"88.88Ξ ($411,314)","90Ξ ($413,247)","2.50Ξ ($1,395)"
CryptoPunk 5779,Female,"['Mole', 'Black Lipstick', 'Crazy Hair']",3,"84.98Ξ ($394,145)","84.98Ξ ($393,818)","71Ξ ($334,313)"
CryptoPunk 3173,Male,"['Cap Forward', 'Front Beard Dark', 'Horned Rim Glasses', 'Mole']",4,"86Ξ ($413,167)","97.97Ξ ($461,845)","86Ξ ($416,600)"
CryptoPunk 5385,Female,"['Red Mohawk', 'Clown Eyes Green']",2,"84Ξ ($404,961)","84Ξ ($401,554)","69.69Ξ ($335,364)"
CryptoPunk 4914,Male,"['Bandana', 'Mustache', 'Earring']",3,"86.62Ξ ($419,748)","86.62Ξ ($408,340)","73Ξ ($349,807)"
CryptoPunk 1864,Male,"['Clown Eyes Blue', 'Clown Hair Green', 'Mole']",3,"85Ξ ($412,024)",,"69.69Ξ ($257,873)"
CryptoPunk 2715,Male,"['Luxurious Beard', 'Frown', 'Earring', 'Medical Mask']",4,"116.69Ξ ($565,636)","131Ξ ($511,882)","117Ξ ($495,621)"
CryptoPunk 1191,Male,"['Front Beard', 'Messy Hair']",2,"86Ξ ($416,871)","86Ξ ($410,521)","81Ξ ($382,605)"
CryptoPunk 3509,Male,"['Shadow Beard', 'Classic Shades', 'Mohawk']",3,"82.95Ξ ($389,515)","120Ξ ($508,519)","22.22Ξ ($61,410)"
CryptoPunk 2829,Female,"['Blue Eye Shadow', 'Earring', 'Blonde Bob']",3,"120Ξ ($568,700)","125Ξ ($531,485)","101Ξ ($486,945)"
CryptoPunk 900,Male,"['Front Beard', 'Messy Hair', 'Small Shades']",3,"89.69Ξ ($422,812)","89.69Ξ ($422,774)","86.69Ξ ($410,724)"
CryptoPunk 5902,Male,"['Hoodie', 'Shadow Beard', 'Small Shades']",3,315Ξ ($1.2M),315Ξ ($1.28M),275Ξ ($1.3M)
CryptoPunk 2829,Female,"['Blue Eye Shadow', 'Earring', 'Blonde Bob']",3,"120Ξ ($568,700)","125Ξ ($531,485)","101Ξ ($486,945)"
CryptoPunk 1362,Male,"['Stringy Hair', 'Spots']",2,"70.95Ξ ($293,365)","70.95Ξ ($291,233)","70Ξ ($306,856)"
CryptoPunk 1864,Male,"['Clown Eyes Blue', 'Clown Hair Green', 'Mole']",3,"85Ξ ($412,024)",,"69.69Ξ ($257,873)"
CryptoPunk 9308,Female,"['Horned Rim Glasses', 'Blonde Bob']",2,"106Ξ ($502,209)","108.95Ξ ($515,545)","106Ξ ($502,209)"
CryptoPunk 1411,Female,"['Regular Shades', 'Blonde Bob']",2,"95Ξ ($450,889)","105Ξ ($503,954)","95Ξ ($450,889)"
CryptoPunk 3368,Male,"['Silver Chain', 'Fedora', 'Mole']",3,"99Ξ ($475,156)","110Ξ ($512,449)","99Ξ ($451,468)"
CryptoPunk 810,Male,"['Front Beard', 'Clown Eyes Blue', 'Hoodie']",3,311Ξ ($1.48M),500Ξ ($2.38M),311Ξ ($1.5M)
CryptoPunk 9690,Male,"['Frumpy Hair', 'Eye Mask']",2,"85.95Ξ ($414,386)","85.95Ξ ($410,532)","105Ξ ($358,781)"
CryptoPunk 2224,Male,"['Earring', 'Goat', 'Do-rag']",3,"85Ξ ($408,259)","85Ξ ($405,731)","85Ξ ($391,527)"
CryptoPunk 1541,Male,"['Mustache', 'Crazy Hair', 'Pipe']",3,"95Ξ ($456,290)","145Ξ ($630,635)",
CryptoPunk 9129,Male,"['Beanie', 'Muttonchops', 'Eye Patch']",3,387Ξ ($1.85M),623Ξ ($2.46M),387Ξ ($1.84M)
CryptoPunk 3862,Male,"['Small Shades', 'Mohawk Dark']",2,"82.95Ξ ($398,210)","82.95Ξ ($396,202)","70.10Ξ ($331,076)"
CryptoPunk 4161,Female,"['Black Lipstick', 'Earring', 'Mohawk Dark']",3,"79.42Ξ ($381,264)","79.42Ξ ($379,096)","80.50Ξ ($380,515)"
CryptoPunk 9815,Male,"['Muttonchops', 'Clown Eyes Green', 'Mohawk Dark']",3,"77.77Ξ ($372,381)","77.77Ξ ($370,731)","69.69Ξ ($334,481)"
CryptoPunk 561,Male,"['Top Hat', '3D Glasses']",2,500Ξ ($2.38M),675Ξ ($3.11M),500Ξ ($2.17M)
CryptoPunk 6552,Male,"['Smile', 'Cowboy Hat']",2,288Ξ ($1.37M),495Ξ ($2.33M),288Ξ ($1.28M)
CryptoPunk 900,Male,"['Front Beard', 'Messy Hair', 'Small Shades']",3,"89.69Ξ ($422,812)","89.69Ξ ($422,774)","86.69Ξ ($410,724)"
CryptoPunk 3765,Female,"['Red Mohawk', 'Vape', 'Purple Eye Shadow']",3,"95Ξ ($453,758)","95Ξ ($453,758)","90Ξ ($428,803)"
CryptoPunk 7372,Male,"['Front Beard Dark', 'Earring', 'Headband', '3D Glasses']",4,"155Ξ ($738,494)","160.88Ξ ($766,510)","155Ξ ($731,634)"
CryptoPunk 9123,Male,"['Frumpy Hair', 'Shadow Beard', 'Eye Patch']",3,"83Ξ ($395,452)","93Ξ ($438,547)","83Ξ ($392,332)"
CryptoPunk 3345,Female,"['Gold Chain', 'Dark Hair']",2,"96.69Ξ ($396,912)","96.69Ξ ($389,616)","130Ξ ($483,435)"
CryptoPunk 8601,Male,"['Purple Hair', 'Classic Shades']",2,"125Ξ ($592,180)","124.88Ξ ($591,611)","115Ξ ($538,835)"
CryptoPunk 8473,Male,"['Cigarette', 'Crazy Hair', '3D Glasses']",3,"144.95Ξ ($604,521)","144.95Ξ ($642,094)","155Ξ ($722,688)"
CryptoPunk 3468,Female,"['Wild White Hair', 'Black Lipstick', '3D Glasses', 'Cigarette']",4,"200Ξ ($944,026)","250Ξ ($951,600)","255Ξ ($812,637)"
CryptoPunk 9808,Female,"['Headband', 'Eye Patch']",2,"109Ξ ($514,440)","109Ξ ($495,455)","26.50Ξ ($65,602)"
CryptoPunk 6971,Male,"['Front Beard', 'Spots', 'Earring', 'Headband', 'Regular Shades']",5,"115.20Ξ ($487,675)","118.95Ξ ($496,590)","115.20Ξ ($506,415)"
CryptoPunk 9841,Male,"['Front Beard', 'Regular Shades']",2,"87Ξ ($400,739)","87Ξ ($400,839)","80Ξ ($359,717)"
CryptoPunk 3580,Male,"['Cigarette', 'Knitted Cap']",2,"97.95Ξ ($451,192)","118Ξ ($487,163)","92Ξ ($424,803)"
CryptoPunk 2780,Male,"['Earring', 'Nerd Glasses', 'Crazy Hair']",3,"109.95Ξ ($506,578)","149Ξ ($678,294)","100Ξ ($460,147)"
CryptoPunk 7294,Male,"['Cigarette', 'Purple Hair', 'Earring', 'Nerd Glasses']",4,"125Ξ ($575,725)","135Ξ ($621,783)","82Ξ ($380,605)"
CryptoPunk 7531,Male,"['Front Beard Dark', 'Earring', 'Crazy Hair', 'Regular Shades']",4,"100Ξ ($460,147)","180Ξ ($832,037)","100Ξ ($459,065)"
CryptoPunk 2780,Male,"['Earring', 'Nerd Glasses', 'Crazy Hair']",3,"109.95Ξ ($506,578)","149Ξ ($678,294)","100Ξ ($460,147)"
CryptoPunk 2036,Male,"['Cigarette', 'Handlebars', 'Shaved Head']",3,"93.95Ξ ($443,027)","93.95Ξ ($435,749)","87Ξ ($415,547)"
CryptoPunk 867,Female,"['Black Lipstick', 'Blonde Short', 'Clown Eyes Blue', 'Cigarette']",4,"102.97Ξ ($468,567)","120Ξ ($566,934)","92.99Ξ ($440,241)"
CryptoPunk 1261,Female,"['Clown Eyes Green', 'Blonde Bob']",2,"124.99Ξ ($569,449)","124.99Ξ ($517,112)","101Ξ ($467,538)"
CryptoPunk 2799,Female,"['Horned Rim Glasses', 'Wild Hair', 'Earring']",3,"103Ξ ($468,340)","110Ξ ($496,294)","103Ξ ($462,898)"
CryptoPunk 8299,Female,"['Choker', 'Dark Hair']",2,"199Ξ ($905,601)","199Ξ ($841,647)","155Ξ ($703,703)"
CryptoPunk 7532,Female,"['Pipe', 'Black Lipstick', 'Mohawk']",3,"87.96Ξ ($405,003)",,"92Ξ ($415,485)"
CryptoPunk 5942,Male,"['Vape', 'Earring', 'Eye Patch', 'Mohawk Dark']",4,"115Ξ ($516,828)","125Ξ ($490,234)","98Ξ ($439,571)"
CryptoPunk 7335,Male,"['Knitted Cap', 'Smile', 'Eye Patch']",3,"114.95Ξ ($533,808)","200Ξ ($809,674)","107.50Ξ ($477,549)"
CryptoPunk 8930,Male,"['Earring', 'Crazy Hair', 'Small Shades']",3,"175Ξ ($773,985)",,"168Ξ ($734,612)"
CryptoPunk 4894,Male,"['Shadow Beard', 'Wild Hair', 'Vape', 'Regular Shades']",4,"131.95Ξ ($564,846)","131.95Ξ ($567,576)","123Ξ ($522,927)"
CryptoPunk 3332,Female,"['Red Mohawk', 'Clown Eyes Green']",2,"99Ξ ($437,854)","99Ξ ($436,094)","8Ξ ($13,811)"
CryptoPunk 399,Male,"['Purple Hair', 'Small Shades']",2,"114.90Ξ ($506,133)","119.90Ξ ($504,747)","113Ξ ($498,133)"
CryptoPunk 4482,Male,"['Mohawk Thin', 'Shadow Beard', 'Eye Patch']",3,"104Ξ ($455,891)","104Ξ ($464,420)",
CryptoPunk 8669,Female,"['Medical Mask', 'Dark Hair', 'Clown Eyes Blue']",3,"100Ξ ($437,617)",,
CryptoPunk 5771,Female,"['Eye Patch', 'Dark Hair']",2,"89Ξ ($399,765)","89.95Ξ ($405,833)","89Ξ ($401,547)"
CryptoPunk 9943,Female,"['Black Lipstick', 'Mohawk Thin', 'Eye Patch', 'Earring', 'Cigarette']",5,"185Ξ ($834,676)","199.99Ξ ($713,072)","185Ξ ($828,534)"
CryptoPunk 9308,Female,"['Horned Rim Glasses', 'Blonde Bob']",2,"106Ξ ($502,209)","108.95Ξ ($515,545)","106Ξ ($502,209)"
CryptoPunk 5404,Male,"['Headband', 'Regular Shades']",2,"128Ξ ($574,248)","128Ξ ($574,474)","100Ξ ($462,357)"
CryptoPunk 9284,Male,"['Normal Beard Black', 'Nerd Glasses']",2,"119.95Ξ ($538,920)","119.95Ξ ($538,920)","115Ξ ($516,680)"
CryptoPunk 1988,Female,"['Bandana', 'Clown Eyes Green', 'Purple Lipstick']",3,"95Ξ ($425,110)","95Ξ ($430,271)",
CryptoPunk 1570,Male,"['Muttonchops', 'Horned Rim Glasses', 'Headband']",3,"100Ξ ($452,917)","105Ξ ($482,401)","100Ξ ($456,430)"
CryptoPunk 4679,Male,"['Pipe', 'Do-rag']",2,"65Ξ ($259,821)","96.41Ξ ($365,968)","65Ξ ($260,562)"
CryptoPunk 9420,Male,"['Eye Mask', 'Fedora']",2,"119Ξ ($533,159)","119Ξ ($509,381)","140Ξ ($451,931)"
CryptoPunk 8424,Female,"['Bandana', 'Clown Eyes Blue']",2,"84Ξ ($389,377)","84Ξ ($401,587)","65Ξ ($295,032)"
